run_index,task_id,system,scenario,task_family,failure_type,primary_failtax,failtaxes,failure_step,expected_recovery_path,gold_tool,chosen_tool,state_slots,dependency_edges,success,strict_scored_success,repair_scored_success,execution_verified_success,proxy_summary_success,raw_trace_success,raw_execution_success,raw_success,stop_reason,trace_path,tool_calls,user_queries,probe_user_queries,repair_user_queries,probe_user_replies,repair_user_replies,interaction_contract_satisfied,repair_interaction_satisfied,turn_count,expected_turn_count,expected_tool_calls,matched_milestones,total_milestones,milestone_similarity,milestone_coverage,milestone_signal_coverage,execution_verified_success_rate,strict_scored_success_rate,repair_scored_success_rate,proxy_summary_success_rate,raw_trace_success_rate,raw_execution_success_rate,interaction_efficiency,tool_efficiency,turn_efficiency,hallucination_avoidance,state_dependency_score,result_summary_coverage,reference_summary_coverage,primary_category,categories,result_summary_source,used_result_summary,milestone_signal_available,reference_result_summary_available,expected_target_path,observed_target_path,write_target_verified,raw_repair_actions,raw_repair_triggered,raw_total_steps,raw_token_cost,raw_wall_clock_ms,observed_error_type,first_failure_recovered,repair_extra_tool_calls,repair_extra_user_turns,repair_user_clarification,clarification_precision,clarification_recall,unnecessary_question_rate,patch_success_rate,post_answer_retry_count,reuse_pass_index,reused_artifact,second_run_improvement,budget_violation,budget_violation_reason,recovery_budget_used
1,add_reminder_content_and_date_and_time_alt,a0_baseline,canonicalization,t2_dynamic_branching,canonicalization,selection,"[""selection"", ""ordering"", ""recovery""]",step_02,rebind_or_switch_then_retry,add_reminder,,"[""query"", ""target_path"", ""messages""]","[{""source"": ""step_01"", ""target"": ""step_02"", ""type"": ""state""}]",True,True,False,True,True,True,True,True,success_criteria_satisfied,/cephfs/qiuyn/ToolClaw/outputs/paper_clean_v1/exp_toolsandbox_true_official_r3_openrouter_a2fix/runs/run_01/traces/003_add_reminder_content_and_date_and_time_alt_a0_baseline.json,1,0,0,0,0,0,True,False,5,5,2,2,2,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,canonicalization,"[""canonicalization"", ""multiple_tool"", ""single_user_turn"", ""no_distraction_tools""]",reference_result_summary,True,True,True,,,True,0,0,1,0.0,0,none,False,0,0,False,0.0,0.0,0.0,0.0,0,0,False,0.0,False,,0.0
1,add_reminder_content_and_date_and_time_alt,a1_recovery,canonicalization,t2_dynamic_branching,canonicalization,selection,"[""selection"", ""ordering"", ""recovery""]",step_02,rebind_or_switch_then_retry,add_reminder,modify_reminder,"[""query"", ""target_path"", ""messages""]","[{""source"": ""step_01"", ""target"": ""step_02"", ""type"": ""state""}]",True,True,False,True,True,True,True,True,success_criteria_satisfied,/cephfs/qiuyn/ToolClaw/outputs/paper_clean_v1/exp_toolsandbox_true_official_r3_openrouter_a2fix/runs/run_01/traces/003_add_reminder_content_and_date_and_time_alt_a1_recovery.json,1,0,0,0,0,0,True,False,5,5,2,2,2,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,canonicalization,"[""canonicalization"", ""multiple_tool"", ""single_user_turn"", ""no_distraction_tools""]",reference_result_summary,True,True,True,,,True,0,0,1,0.0,0,canonicalization,False,0,0,False,0.0,0.0,0.0,0.0,0,0,False,0.0,False,,0.0
1,add_reminder_content_and_date_and_time_alt,a2_planner,canonicalization,t2_dynamic_branching,canonicalization,selection,"[""selection"", ""ordering"", ""recovery""]",step_02,rebind_or_switch_then_retry,add_reminder,modify_reminder,"[""query"", ""target_path"", ""messages""]","[{""source"": ""step_01"", ""target"": ""step_02"", ""type"": ""state""}]",True,True,False,True,True,True,True,True,success_criteria_satisfied,/cephfs/qiuyn/ToolClaw/outputs/paper_clean_v1/exp_toolsandbox_true_official_r3_openrouter_a2fix/runs/run_01/traces/003_add_reminder_content_and_date_and_time_alt_a2_planner.json,1,0,0,0,0,0,True,False,5,5,2,2,2,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,canonicalization,"[""canonicalization"", ""multiple_tool"", ""single_user_turn"", ""no_distraction_tools""]",reference_result_summary,True,True,True,,,True,0,0,1,0.0,0,canonicalization,False,0,0,False,0.0,0.0,0.0,0.0,0,0,False,0.0,False,,0.0
1,add_reminder_content_and_date_and_time_alt,a3_interaction,canonicalization,t2_dynamic_branching,canonicalization,selection,"[""selection"", ""ordering"", ""recovery""]",step_02,rebind_or_switch_then_retry,add_reminder,modify_reminder,"[""query"", ""target_path"", ""messages""]","[{""source"": ""step_01"", ""target"": ""step_02"", ""type"": ""state""}]",True,True,False,True,True,True,True,True,success_criteria_satisfied,/cephfs/qiuyn/ToolClaw/outputs/paper_clean_v1/exp_toolsandbox_true_official_r3_openrouter_a2fix/runs/run_01/traces/003_add_reminder_content_and_date_and_time_alt_a3_interaction.json,1,0,0,0,0,0,True,False,5,5,2,2,2,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,canonicalization,"[""canonicalization"", ""multiple_tool"", ""single_user_turn"", ""no_distraction_tools""]",reference_result_summary,True,True,True,,,True,0,0,1,0.0,0,canonicalization,False,0,0,False,0.0,0.0,0.0,0.0,0,0,False,0.0,False,,0.0
1,add_reminder_content_and_date_and_time_alt,a4_reuse,canonicalization,t2_dynamic_branching,canonicalization,selection,"[""selection"", ""ordering"", ""recovery""]",step_02,rebind_or_switch_then_retry,add_reminder,modify_reminder,"[""query"", ""target_path"", ""messages""]","[{""source"": ""step_01"", ""target"": ""step_02"", ""type"": ""state""}]",True,True,False,True,True,True,True,True,success_criteria_satisfied,/cephfs/qiuyn/ToolClaw/outputs/paper_clean_v1/exp_toolsandbox_true_official_r3_openrouter_a2fix/runs/run_01/traces/003_add_reminder_content_and_date_and_time_alt_a4_reuse.json,1,0,0,0,0,0,True,False,5,5,2,2,2,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,canonicalization,"[""canonicalization"", ""multiple_tool"", ""single_user_turn"", ""no_distraction_tools""]",reference_result_summary,True,True,True,,,True,0,0,1,0.0,0,canonicalization,False,0,0,False,0.0,0.0,0.0,0.0,0,0,True,0.0,False,,0.0
1,add_reminder_content_and_date_and_time_multiple_user_turn,a0_baseline,multiple_user_turn,t3_must_interact,multiple_user_turn,selection,"[""selection"", ""ordering"", ""recovery""]",step_02,rebind_or_switch_then_retry,,,"[""query"", ""target_path"", ""messages""]","[{""source"": ""step_01"", ""target"": ""step_02"", ""type"": ""state""}]",False,False,False,False,True,True,True,True,success_criteria_satisfied,/cephfs/qiuyn/ToolClaw/outputs/paper_clean_v1/exp_toolsandbox_true_official_r3_openrouter_a2fix/runs/run_01/traces/004_add_reminder_content_and_date_and_time_multiple_user_turn_a0_baseline.json,1,0,0,0,0,0,False,False,7,7,2,2,2,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,canonicalization,"[""canonicalization"", ""multiple_tool"", ""multiple_user_turn"", ""no_distraction_tools""]",reference_result_summary,True,True,True,,,True,0,0,1,0.0,0,none,False,0,0,False,0.0,0.0,0.0,0.0,0,0,False,0.0,False,,0.0
1,add_reminder_content_and_date_and_time_multiple_user_turn,a1_recovery,multiple_user_turn,t3_must_interact,multiple_user_turn,selection,"[""selection"", ""ordering"", ""recovery""]",step_02,rebind_or_switch_then_retry,,write_tool,"[""query"", ""target_path"", ""messages""]","[{""source"": ""step_01"", ""target"": ""step_02"", ""type"": ""state""}]",False,False,False,False,True,True,True,True,success_criteria_satisfied,/cephfs/qiuyn/ToolClaw/outputs/paper_clean_v1/exp_toolsandbox_true_official_r3_openrouter_a2fix/runs/run_01/traces/004_add_reminder_content_and_date_and_time_multiple_user_turn_a1_recovery.json,2,0,0,0,0,0,False,False,7,7,2,2,2,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,canonicalization,"[""canonicalization"", ""multiple_tool"", ""multiple_user_turn"", ""no_distraction_tools""]",reference_result_summary,True,True,True,,outputs/toolsandbox/reports/add_reminder_content_and_date_and_time_multiple_user_turn.txt,True,0,0,2,0.0,0,multiple_user_turn,False,0,0,False,0.0,0.0,0.0,0.0,0,0,False,0.0,False,,0.0
1,add_reminder_content_and_date_and_time_multiple_user_turn,a2_planner,multiple_user_turn,t3_must_interact,multiple_user_turn,selection,"[""selection"", ""ordering"", ""recovery""]",step_02,rebind_or_switch_then_retry,,,"[""query"", ""target_path"", ""messages""]","[{""source"": ""step_01"", ""target"": ""step_02"", ""type"": ""state""}]",False,False,False,False,True,True,True,True,success_criteria_satisfied,/cephfs/qiuyn/ToolClaw/outputs/paper_clean_v1/exp_toolsandbox_true_official_r3_openrouter_a2fix/runs/run_01/traces/004_add_reminder_content_and_date_and_time_multiple_user_turn_a2_planner.json,1,0,0,0,0,0,False,False,7,7,2,2,2,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,canonicalization,"[""canonicalization"", ""multiple_tool"", ""multiple_user_turn"", ""no_distraction_tools""]",reference_result_summary,True,True,True,,,True,0,0,1,0.0,0,multiple_user_turn,False,0,0,False,0.0,0.0,0.0,0.0,0,0,False,0.0,False,,0.0
1,add_reminder_content_and_date_and_time_multiple_user_turn,a3_interaction,multiple_user_turn,t3_must_interact,multiple_user_turn,selection,"[""selection"", ""ordering"", ""recovery""]",step_02,rebind_or_switch_then_retry,,,"[""query"", ""target_path"", ""messages""]","[{""source"": ""step_01"", ""target"": ""step_02"", ""type"": ""state""}]",True,True,False,True,True,True,True,True,success_criteria_satisfied,/cephfs/qiuyn/ToolClaw/outputs/paper_clean_v1/exp_toolsandbox_true_official_r3_openrouter_a2fix/runs/run_01/traces/004_add_reminder_content_and_date_and_time_multiple_user_turn_a3_interaction.json,1,1,1,0,1,0,True,False,7,7,2,2,2,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,canonicalization,"[""canonicalization"", ""multiple_tool"", ""multiple_user_turn"", ""no_distraction_tools""]",reference_result_summary,True,True,True,,,True,0,0,1,0.0,0,multiple_user_turn,False,0,0,False,0.0,0.0,0.0,0.0,0,0,False,0.0,False,,0.0
1,add_reminder_content_and_date_and_time_multiple_user_turn,a4_reuse,multiple_user_turn,t3_must_interact,multiple_user_turn,selection,"[""selection"", ""ordering"", ""recovery""]",step_02,rebind_or_switch_then_retry,,,"[""query"", ""target_path"", ""messages""]","[{""source"": ""step_01"", ""target"": ""step_02"", ""type"": ""state""}]",True,True,False,True,True,True,True,True,success_criteria_satisfied,/cephfs/qiuyn/ToolClaw/outputs/paper_clean_v1/exp_toolsandbox_true_official_r3_openrouter_a2fix/runs/run_01/traces/004_add_reminder_content_and_date_and_time_multiple_user_turn_a4_reuse.json,1,1,1,0,1,0,True,False,7,7,2,2,2,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,canonicalization,"[""canonicalization"", ""multiple_tool"", ""multiple_user_turn"", ""no_distraction_tools""]",reference_result_summary,True,True,True,,,True,0,0,1,0.0,0,multiple_user_turn,False,0,0,False,0.0,0.0,0.0,0.0,0,0,True,0.0,False,,0.0
1,add_reminder_content_and_date_and_time_multiple_user_turn_alt,a0_baseline,multiple_user_turn,t3_must_interact,multiple_user_turn,selection,"[""selection"", ""ordering"", ""recovery""]",step_02,rebind_or_switch_then_retry,,,"[""query"", ""target_path"", ""messages""]","[{""source"": ""step_01"", ""target"": ""step_02"", ""type"": ""state""}]",False,False,False,False,True,True,True,True,success_criteria_satisfied,/cephfs/qiuyn/ToolClaw/outputs/paper_clean_v1/exp_toolsandbox_true_official_r3_openrouter_a2fix/runs/run_01/traces/005_add_reminder_content_and_date_and_time_multiple_user_turn_alt_a0_baseline.json,1,0,0,0,0,0,False,False,9,9,2,2,2,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,canonicalization,"[""canonicalization"", ""multiple_tool"", ""multiple_user_turn"", ""no_distraction_tools""]",reference_result_summary,True,True,True,,,True,0,0,1,0.0,0,none,False,0,0,False,0.0,0.0,0.0,0.0,0,0,False,0.0,False,,0.0
1,add_reminder_content_and_date_and_time_multiple_user_turn_alt,a1_recovery,multiple_user_turn,t3_must_interact,multiple_user_turn,selection,"[""selection"", ""ordering"", ""recovery""]",step_02,rebind_or_switch_then_retry,,modify_reminder,"[""query"", ""target_path"", ""messages""]","[{""source"": ""step_01"", ""target"": ""step_02"", ""type"": ""state""}]",False,False,False,False,True,True,True,True,success_criteria_satisfied,/cephfs/qiuyn/ToolClaw/outputs/paper_clean_v1/exp_toolsandbox_true_official_r3_openrouter_a2fix/runs/run_01/traces/005_add_reminder_content_and_date_and_time_multiple_user_turn_alt_a1_recovery.json,1,0,0,0,0,0,False,False,9,9,2,2,2,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,canonicalization,"[""canonicalization"", ""multiple_tool"", ""multiple_user_turn"", ""no_distraction_tools""]",reference_result_summary,True,True,True,,,True,0,0,1,0.0,0,multiple_user_turn,False,0,0,False,0.0,0.0,0.0,0.0,0,0,False,0.0,False,,0.0
1,add_reminder_content_and_date_and_time_multiple_user_turn_alt,a2_planner,multiple_user_turn,t3_must_interact,multiple_user_turn,selection,"[""selection"", ""ordering"", ""recovery""]",step_02,rebind_or_switch_then_retry,,modify_reminder,"[""query"", ""target_path"", ""messages""]","[{""source"": ""step_01"", ""target"": ""step_02"", ""type"": ""state""}]",False,False,False,False,True,True,True,True,success_criteria_satisfied,/cephfs/qiuyn/ToolClaw/outputs/paper_clean_v1/exp_toolsandbox_true_official_r3_openrouter_a2fix/runs/run_01/traces/005_add_reminder_content_and_date_and_time_multiple_user_turn_alt_a2_planner.json,1,0,0,0,0,0,False,False,9,9,2,2,2,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,canonicalization,"[""canonicalization"", ""multiple_tool"", ""multiple_user_turn"", ""no_distraction_tools""]",reference_result_summary,True,True,True,,,True,0,0,1,0.0,0,multiple_user_turn,False,0,0,False,0.0,0.0,0.0,0.0,0,0,False,0.0,False,,0.0
1,add_reminder_content_and_date_and_time_multiple_user_turn_alt,a3_interaction,multiple_user_turn,t3_must_interact,multiple_user_turn,selection,"[""selection"", ""ordering"", ""recovery""]",step_02,rebind_or_switch_then_retry,,modify_reminder,"[""query"", ""target_path"", ""messages""]","[{""source"": ""step_01"", ""target"": ""step_02"", ""type"": ""state""}]",True,True,False,True,True,True,True,True,success_criteria_satisfied,/cephfs/qiuyn/ToolClaw/outputs/paper_clean_v1/exp_toolsandbox_true_official_r3_openrouter_a2fix/runs/run_01/traces/005_add_reminder_content_and_date_and_time_multiple_user_turn_alt_a3_interaction.json,1,1,1,0,1,0,True,False,9,9,2,2,2,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,canonicalization,"[""canonicalization"", ""multiple_tool"", ""multiple_user_turn"", ""no_distraction_tools""]",reference_result_summary,True,True,True,,,True,0,0,1,0.0,0,multiple_user_turn,False,0,0,False,0.0,0.0,0.0,0.0,0,0,False,0.0,False,,0.0
1,add_reminder_content_and_date_and_time_multiple_user_turn_alt,a4_reuse,multiple_user_turn,t3_must_interact,multiple_user_turn,selection,"[""selection"", ""ordering"", ""recovery""]",step_02,rebind_or_switch_then_retry,,modify_reminder,"[""query"", ""target_path"", ""messages""]","[{""source"": ""step_01"", ""target"": ""step_02"", ""type"": ""state""}]",True,True,False,True,True,True,True,True,success_criteria_satisfied,/cephfs/qiuyn/ToolClaw/outputs/paper_clean_v1/exp_toolsandbox_true_official_r3_openrouter_a2fix/runs/run_01/traces/005_add_reminder_content_and_date_and_time_multiple_user_turn_alt_a4_reuse.json,1,1,1,0,1,0,True,False,9,9,2,2,2,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,canonicalization,"[""canonicalization"", ""multiple_tool"", ""multiple_user_turn"", ""no_distraction_tools""]",reference_result_summary,True,True,True,,,True,0,0,1,0.0,0,multiple_user_turn,False,0,0,False,0.0,0.0,0.0,0.0,0,0,True,0.0,False,,0.0
