task_id,system,scenario,success,tool_calls,repair_actions,repair_triggered,user_turns,total_steps,stop_reason,trace_path
tau_retail_train_00006,a3_interaction,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/006_tau_retail_train_00006_a3_interaction.json
tau_retail_train_00006,a4_reuse,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/006_tau_retail_train_00006_a4_reuse.json
tau_retail_train_00007,a0_baseline,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/007_tau_retail_train_00007_a0_baseline.json
tau_retail_train_00007,a1_recovery,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/007_tau_retail_train_00007_a1_recovery.json
tau_retail_train_00007,a2_planner,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/007_tau_retail_train_00007_a2_planner.json
tau_retail_train_00007,a3_interaction,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/007_tau_retail_train_00007_a3_interaction.json
tau_retail_train_00007,a4_reuse,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/007_tau_retail_train_00007_a4_reuse.json
tau_retail_train_00008,a0_baseline,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/008_tau_retail_train_00008_a0_baseline.json
tau_retail_train_00008,a1_recovery,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/008_tau_retail_train_00008_a1_recovery.json
tau_retail_train_00008,a2_planner,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/008_tau_retail_train_00008_a2_planner.json
tau_retail_train_00008,a3_interaction,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/008_tau_retail_train_00008_a3_interaction.json
tau_retail_train_00008,a4_reuse,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/008_tau_retail_train_00008_a4_reuse.json
tau_retail_train_00009,a0_baseline,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/009_tau_retail_train_00009_a0_baseline.json
tau_retail_train_00009,a1_recovery,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/009_tau_retail_train_00009_a1_recovery.json
tau_retail_train_00009,a2_planner,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/009_tau_retail_train_00009_a2_planner.json
tau_retail_train_00009,a3_interaction,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/009_tau_retail_train_00009_a3_interaction.json
tau_retail_train_00009,a4_reuse,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/009_tau_retail_train_00009_a4_reuse.json
tau_retail_train_00010,a0_baseline,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/010_tau_retail_train_00010_a0_baseline.json
tau_retail_train_00010,a1_recovery,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/010_tau_retail_train_00010_a1_recovery.json
tau_retail_train_00010,a2_planner,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/010_tau_retail_train_00010_a2_planner.json
tau_retail_train_00010,a3_interaction,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/010_tau_retail_train_00010_a3_interaction.json
tau_retail_train_00010,a4_reuse,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/010_tau_retail_train_00010_a4_reuse.json
tau_retail_train_00011,a0_baseline,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/011_tau_retail_train_00011_a0_baseline.json
tau_retail_train_00011,a1_recovery,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/011_tau_retail_train_00011_a1_recovery.json
tau_retail_train_00011,a2_planner,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/011_tau_retail_train_00011_a2_planner.json
tau_retail_train_00011,a3_interaction,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/011_tau_retail_train_00011_a3_interaction.json
tau_retail_train_00011,a4_reuse,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/011_tau_retail_train_00011_a4_reuse.json
tau_retail_train_00012,a0_baseline,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/012_tau_retail_train_00012_a0_baseline.json
tau_retail_train_00012,a1_recovery,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/012_tau_retail_train_00012_a1_recovery.json
tau_retail_train_00012,a2_planner,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/012_tau_retail_train_00012_a2_planner.json
tau_retail_train_00012,a3_interaction,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/012_tau_retail_train_00012_a3_interaction.json
tau_retail_train_00012,a4_reuse,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/012_tau_retail_train_00012_a4_reuse.json
tau_retail_train_00013,a0_baseline,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/013_tau_retail_train_00013_a0_baseline.json
tau_retail_train_00013,a1_recovery,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/013_tau_retail_train_00013_a1_recovery.json
tau_retail_train_00013,a2_planner,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/013_tau_retail_train_00013_a2_planner.json
tau_retail_train_00013,a3_interaction,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/013_tau_retail_train_00013_a3_interaction.json
tau_retail_train_00013,a4_reuse,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/013_tau_retail_train_00013_a4_reuse.json
tau_retail_train_00014,a0_baseline,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/014_tau_retail_train_00014_a0_baseline.json
tau_retail_train_00014,a1_recovery,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/014_tau_retail_train_00014_a1_recovery.json
tau_retail_train_00014,a2_planner,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/014_tau_retail_train_00014_a2_planner.json
tau_retail_train_00014,a3_interaction,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/014_tau_retail_train_00014_a3_interaction.json
tau_retail_train_00014,a4_reuse,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/014_tau_retail_train_00014_a4_reuse.json
tau_retail_train_00015,a0_baseline,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/015_tau_retail_train_00015_a0_baseline.json
tau_retail_train_00015,a1_recovery,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/015_tau_retail_train_00015_a1_recovery.json
tau_retail_train_00015,a2_planner,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/015_tau_retail_train_00015_a2_planner.json
tau_retail_train_00015,a3_interaction,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/015_tau_retail_train_00015_a3_interaction.json
tau_retail_train_00015,a4_reuse,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/015_tau_retail_train_00015_a4_reuse.json
tau_retail_train_00016,a0_baseline,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/016_tau_retail_train_00016_a0_baseline.json
tau_retail_train_00016,a1_recovery,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/016_tau_retail_train_00016_a1_recovery.json
tau_retail_train_00016,a2_planner,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/016_tau_retail_train_00016_a2_planner.json
tau_retail_train_00016,a3_interaction,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/016_tau_retail_train_00016_a3_interaction.json
tau_retail_train_00016,a4_reuse,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/016_tau_retail_train_00016_a4_reuse.json
tau_retail_train_00017,a0_baseline,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/017_tau_retail_train_00017_a0_baseline.json
tau_retail_train_00017,a1_recovery,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/017_tau_retail_train_00017_a1_recovery.json
tau_retail_train_00017,a2_planner,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/017_tau_retail_train_00017_a2_planner.json
tau_retail_train_00017,a3_interaction,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/017_tau_retail_train_00017_a3_interaction.json
tau_retail_train_00017,a4_reuse,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/017_tau_retail_train_00017_a4_reuse.json
tau_retail_train_00018,a0_baseline,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/018_tau_retail_train_00018_a0_baseline.json
tau_retail_train_00018,a1_recovery,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/018_tau_retail_train_00018_a1_recovery.json
tau_retail_train_00018,a2_planner,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/018_tau_retail_train_00018_a2_planner.json
tau_retail_train_00018,a3_interaction,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/018_tau_retail_train_00018_a3_interaction.json
tau_retail_train_00018,a4_reuse,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/018_tau_retail_train_00018_a4_reuse.json
tau_retail_train_00019,a0_baseline,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/019_tau_retail_train_00019_a0_baseline.json
tau_retail_train_00019,a1_recovery,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/019_tau_retail_train_00019_a1_recovery.json
tau_retail_train_00019,a2_planner,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/019_tau_retail_train_00019_a2_planner.json
tau_retail_train_00019,a3_interaction,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/019_tau_retail_train_00019_a3_interaction.json
tau_retail_train_00019,a4_reuse,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/019_tau_retail_train_00019_a4_reuse.json
tau_retail_train_00020,a0_baseline,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/020_tau_retail_train_00020_a0_baseline.json
tau_retail_train_00020,a1_recovery,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/020_tau_retail_train_00020_a1_recovery.json
tau_retail_train_00020,a2_planner,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/020_tau_retail_train_00020_a2_planner.json
tau_retail_train_00020,a3_interaction,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/020_tau_retail_train_00020_a3_interaction.json
tau_retail_train_00020,a4_reuse,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/020_tau_retail_train_00020_a4_reuse.json
tau_retail_train_00021,a0_baseline,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/021_tau_retail_train_00021_a0_baseline.json
tau_retail_train_00021,a1_recovery,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/021_tau_retail_train_00021_a1_recovery.json
tau_retail_train_00021,a2_planner,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/021_tau_retail_train_00021_a2_planner.json
tau_retail_train_00021,a3_interaction,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/021_tau_retail_train_00021_a3_interaction.json
tau_retail_train_00021,a4_reuse,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/021_tau_retail_train_00021_a4_reuse.json
tau_retail_train_00022,a0_baseline,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/022_tau_retail_train_00022_a0_baseline.json
tau_retail_train_00022,a1_recovery,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/022_tau_retail_train_00022_a1_recovery.json
tau_retail_train_00022,a2_planner,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/022_tau_retail_train_00022_a2_planner.json
tau_retail_train_00022,a3_interaction,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/022_tau_retail_train_00022_a3_interaction.json
tau_retail_train_00022,a4_reuse,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/022_tau_retail_train_00022_a4_reuse.json
tau_retail_train_00023,a0_baseline,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/023_tau_retail_train_00023_a0_baseline.json
tau_retail_train_00023,a1_recovery,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/023_tau_retail_train_00023_a1_recovery.json
tau_retail_train_00023,a2_planner,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/023_tau_retail_train_00023_a2_planner.json
tau_retail_train_00023,a3_interaction,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/023_tau_retail_train_00023_a3_interaction.json
tau_retail_train_00023,a4_reuse,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/023_tau_retail_train_00023_a4_reuse.json
tau_retail_train_00024,a0_baseline,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/024_tau_retail_train_00024_a0_baseline.json
tau_retail_train_00024,a1_recovery,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/024_tau_retail_train_00024_a1_recovery.json
tau_retail_train_00024,a2_planner,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/024_tau_retail_train_00024_a2_planner.json
tau_retail_train_00024,a3_interaction,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/024_tau_retail_train_00024_a3_interaction.json
tau_retail_train_00024,a4_reuse,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/024_tau_retail_train_00024_a4_reuse.json
tau_retail_train_00025,a0_baseline,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/025_tau_retail_train_00025_a0_baseline.json
tau_retail_train_00025,a1_recovery,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/025_tau_retail_train_00025_a1_recovery.json
tau_retail_train_00025,a2_planner,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/025_tau_retail_train_00025_a2_planner.json
tau_retail_train_00025,a3_interaction,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/025_tau_retail_train_00025_a3_interaction.json
tau_retail_train_00025,a4_reuse,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/025_tau_retail_train_00025_a4_reuse.json
tau_retail_train_00026,a0_baseline,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/026_tau_retail_train_00026_a0_baseline.json
tau_retail_train_00026,a1_recovery,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/026_tau_retail_train_00026_a1_recovery.json
tau_retail_train_00026,a2_planner,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/026_tau_retail_train_00026_a2_planner.json
tau_retail_train_00026,a3_interaction,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/026_tau_retail_train_00026_a3_interaction.json
tau_retail_train_00026,a4_reuse,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/026_tau_retail_train_00026_a4_reuse.json
tau_retail_train_00027,a0_baseline,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/027_tau_retail_train_00027_a0_baseline.json
tau_retail_train_00027,a1_recovery,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/027_tau_retail_train_00027_a1_recovery.json
tau_retail_train_00027,a2_planner,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/027_tau_retail_train_00027_a2_planner.json
tau_retail_train_00027,a3_interaction,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/027_tau_retail_train_00027_a3_interaction.json
tau_retail_train_00027,a4_reuse,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/027_tau_retail_train_00027_a4_reuse.json
tau_retail_train_00028,a0_baseline,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/028_tau_retail_train_00028_a0_baseline.json
tau_retail_train_00028,a1_recovery,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/028_tau_retail_train_00028_a1_recovery.json
tau_retail_train_00028,a2_planner,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/028_tau_retail_train_00028_a2_planner.json
tau_retail_train_00028,a3_interaction,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/028_tau_retail_train_00028_a3_interaction.json
tau_retail_train_00028,a4_reuse,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/028_tau_retail_train_00028_a4_reuse.json
tau_retail_train_00029,a0_baseline,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/029_tau_retail_train_00029_a0_baseline.json
tau_retail_train_00029,a1_recovery,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/029_tau_retail_train_00029_a1_recovery.json
tau_retail_train_00029,a2_planner,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/029_tau_retail_train_00029_a2_planner.json
tau_retail_train_00029,a3_interaction,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/029_tau_retail_train_00029_a3_interaction.json
tau_retail_train_00029,a4_reuse,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/029_tau_retail_train_00029_a4_reuse.json
tau_retail_train_00030,a0_baseline,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/030_tau_retail_train_00030_a0_baseline.json
tau_retail_train_00030,a1_recovery,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/030_tau_retail_train_00030_a1_recovery.json
tau_retail_train_00030,a2_planner,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/030_tau_retail_train_00030_a2_planner.json
tau_retail_train_00030,a3_interaction,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/030_tau_retail_train_00030_a3_interaction.json
tau_retail_train_00030,a4_reuse,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/030_tau_retail_train_00030_a4_reuse.json
tau_retail_train_00031,a0_baseline,success,True,2,0,0,0,2,success_criteria_satisfied,outputs/tau_bench_full_a0a4/runs/run_01/traces/031_tau_retail_train_00031_a0_baseline.json
